,,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Cond,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Half Bath,Half Bath,Kitchen AbvGr,Functional,Fireplace Qu,Garage Qual,Paved Drive,Pool QC,Misc Val,Mo Sold,bsmt_fin_sf,yr_since_remod,porch_area,wood_deck,open_porch,enclosed_porch,3ssn_porch,screen_porch,large_house,SalePrice,Bsmt Exposure,Garage Finish,Foundation,House Style,Mas Vnr Type,Bldg Type,MS Zoning,Alley,Land Contour,Sale Type,Roof Style,Exterior 1st
train,1250,3182,0,0,7,5,16.0,1,1,3,0,3,0,0,1220,0.0,0,1,3,2,1,0,0,0,8,16.0,3,116,True,True,False,False,False,False,180000.0,1,1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,1251,9600,0,0,7,9,0.0,3,1,-1,0,3,0,0,1378,0.0,0,1,3,2,1,-1,0,0,10,141.0,3,116,False,False,True,False,False,False,161000.0,-2,-2,BrkTil,2Story,None,1Fam,RM,none,Lvl,WD ,Gambrel,MetalSd
train,1252,11100,0,0,4,7,0.0,1,0,0,0,3,0,0,930,0.0,0,1,3,0,1,0,0,0,4,0.0,4,0,False,False,False,False,False,False,84900.0,none,-2,CBlock,1Story,None,1Fam,RL,none,Low,WD ,Gable,MetalSd
train,1253,13587,0,0,5,5,0.0,1,1,-1,0,1,0,0,988,0.0,0,1,3,0,1,0,0,0,4,532.0,52,0,False,False,False,False,False,False,119000.0,1,-2,CBlock,1Story,None,2fmCon,RL,none,Lvl,WD ,Gable,MetalSd
train,1254,11447,-1,0,8,5,674.0,1,1,3,0,3,0,0,1964,0.0,1,1,3,2,1,0,0,0,6,1571.0,2,265,False,True,False,False,False,False,370000.0,1,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1255,7242,0,0,7,5,0.0,1,1,0,0,3,0,0,1270,0.0,0,1,3,0,1,0,0,0,7,0.0,1,96,False,True,False,False,False,False,175900.0,-2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1256,7018,0,0,5,5,0.0,1,0,0,0,1,0,0,2240,0.0,0,2,3,0,1,0,0,0,6,0.0,30,154,True,False,False,False,False,False,142953.0,none,-2,Slab,2Story,None,Duplex,RL,none,Lvl,WD ,Gable,Plywood
train,1257,9466,-1,0,8,5,0.0,1,1,-2,2,3,0,0,1494,0.0,1,1,3,2,1,0,0,0,5,1494.0,12,247,False,True,False,False,True,False,279700.0,2,1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,BrkFace
train,1258,8400,0,0,5,5,0.0,1,1,1,0,2,0,0,1364,0.0,1,1,3,2,1,0,0,0,3,623.0,49,60,False,True,False,False,False,False,132000.0,-1,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,BrkFace
train,1259,11050,0,0,9,5,204.0,1,1,3,0,3,0,0,2153,0.0,1,1,3,3,1,0,0,0,5,904.0,9,395,True,True,False,False,False,False,313000.0,-1,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,1260,11040,0,-1,4,6,0.0,1,1,-1,0,2,0,0,1336,0.0,1,1,3,0,1,0,0,0,9,637.0,56,167,False,True,True,False,False,False,108000.0,-2,-2,CBlock,1.5Fin,None,1Fam,C (all),none,Low,COD,Gable,MetalSd
train,1261,6931,0,0,7,5,92.0,1,1,0,0,3,0,0,1656,0.0,1,1,3,2,1,0,0,0,7,0.0,4,306,True,True,False,False,False,False,165400.0,-2,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1262,12438,-1,0,6,5,68.0,1,1,0,0,3,0,0,1499,0.0,1,1,3,1,1,0,0,0,8,0.0,11,504,True,True,False,False,False,False,187000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1263,15138,-1,0,8,5,506.0,1,1,3,0,3,0,0,2794,0.0,1,1,3,1,1,0,0,0,7,689.0,13,348,False,True,True,False,False,False,403000.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1264,12046,-1,0,6,6,298.0,1,1,-2,0,1,0,0,2030,0.0,1,1,3,1,1,0,0,0,6,156.0,31,224,False,True,False,False,False,False,195000.0,-2,1,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,1265,9600,-1,0,6,5,291.0,1,1,2,0,1,0,0,1254,0.0,0,1,3,2,1,0,0,0,5,600.0,46,168,False,False,False,False,True,False,158500.0,1,-1,CBlock,SLvl,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,WdShing
train,1266,11367,0,0,8,5,210.0,1,1,3,0,3,0,0,1989,0.0,1,1,3,2,1,0,0,0,11,932.0,4,259,True,True,False,False,False,False,255000.0,-1,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1267,26073,-1,0,5,5,0.0,1,1,-1,0,3,-1,0,1898,0.0,1,1,3,1,1,0,0,0,4,1116.0,52,275,False,True,True,False,False,False,236500.0,-2,-2,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,BrkFace
train,1268,7150,0,0,5,6,52.0,1,1,1,0,1,0,0,988,0.0,0,1,3,0,1,0,0,0,11,725.0,41,0,False,False,False,False,False,False,129250.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,1269,15602,-1,0,7,8,0.0,1,1,2,0,1,0,0,1801,0.0,0,1,3,1,1,0,0,0,3,1247.0,13,215,False,True,False,False,True,False,289000.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,BrkFace
train,1270,10260,0,0,5,4,0.0,1,0,0,0,1,0,0,1872,0.0,2,2,3,0,1,0,0,0,11,0.0,32,0,False,False,False,False,False,False,100000.0,none,-2,CBlock,2Story,None,Duplex,RL,none,Lvl,WD ,Gable,Plywood
train,1271,12728,0,0,8,5,256.0,1,1,3,0,3,0,0,2439,0.0,1,1,3,1,1,0,0,0,1,1198.0,6,305,True,True,False,False,False,False,275000.0,-1,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1272,11690,-1,0,8,5,192.0,1,1,0,0,3,0,0,1764,0.0,1,1,3,1,1,0,0,0,6,0.0,8,149,True,True,False,False,False,False,207000.0,1,-2,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1273,9230,0,0,5,8,166.0,1,1,3,0,2,0,0,1200,0.0,1,1,3,0,1,0,0,0,10,661.0,8,64,False,True,False,False,False,False,146000.0,-1,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,MetalSd
train,1274,1890,0,0,6,7,380.0,1,1,2,0,3,0,0,1030,0.0,1,1,3,0,1,0,0,0,7,282.0,34,0,False,False,False,False,False,False,116000.0,-2,-2,CBlock,2Story,BrkFace,Twnhs,RM,none,Lvl,WD ,Gable,HdBoard
train,1275,9375,0,0,7,5,573.0,1,1,3,0,3,0,0,2034,0.0,1,1,3,0,1,0,0,0,2,739.0,11,612,True,True,False,False,False,False,219500.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1276,3480,0,0,7,5,163.0,1,1,0,0,3,0,0,1405,0.0,0,1,3,1,1,0,0,0,11,0.0,6,184,True,True,False,False,False,False,173000.0,-2,-1,PConc,1Story,Stone,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,1277,17140,0,0,4,6,0.0,1,1,2,0,3,-1,0,1229,0.0,0,1,3,0,1,0,0,0,4,1059.0,53,0,False,False,False,False,False,False,135000.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1278,8749,0,0,7,5,0.0,1,1,3,0,3,0,0,1932,0.0,1,1,3,2,1,0,0,0,6,654.0,4,120,False,True,False,False,False,False,213000.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1279,11375,0,0,6,5,0.0,1,1,-1,0,1,0,0,1299,0.0,0,1,3,1,1,0,0,0,10,736.0,12,361,True,False,True,False,False,False,150000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1280,3922,0,0,7,5,72.0,1,1,0,0,3,0,0,1402,2.0,2,1,3,2,1,0,0,0,2,0.0,0,136,True,True,False,False,False,False,194201.0,1,1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,New,Gable,VinylSd
train,1281,3182,0,0,7,5,16.0,1,1,3,0,3,0,0,1504,0.0,0,1,3,2,1,0,0,0,5,16.0,3,156,True,False,False,False,False,False,181000.0,-2,1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,1282,9750,0,0,6,6,243.0,1,1,-1,0,2,0,0,1442,0.0,1,1,3,0,1,0,0,500,4,608.0,49,275,False,False,True,False,False,False,157900.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,COD,Gable,MetalSd
train,1283,13426,-1,0,7,5,0.0,1,1,3,0,3,0,0,1779,0.0,1,1,3,1,1,0,0,0,9,894.0,6,315,True,True,False,False,False,False,217000.0,-1,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1284,10574,0,0,8,5,0.0,1,1,0,0,3,0,0,1953,0.0,1,1,3,2,1,0,0,0,5,0.0,3,210,True,True,False,False,False,False,252000.0,-1,-1,PConc,2Story,None,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,1285,8726,0,0,7,5,0.0,1,1,0,0,3,0,0,1909,0.0,1,1,3,0,1,0,0,0,9,0.0,4,108,False,True,False,False,False,False,197000.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1286,7984,-1,0,7,5,200.0,1,1,0,0,3,0,0,1630,0.0,1,1,3,2,1,0,0,0,9,0.0,4,168,True,True,False,False,False,False,189500.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1287,8248,0,0,5,7,0.0,1,1,0,0,2,0,0,1250,1.0,1,1,3,0,1,-2,0,0,7,0.0,56,303,True,False,True,False,False,False,116000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RL,Grvl,Lvl,WD ,Gable,Stucco
train,1288,9790,0,0,6,5,451.0,1,1,2,-1,1,0,0,1328,0.0,1,1,3,2,1,0,0,0,6,650.0,47,26,False,True,False,False,False,False,143000.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,1289,7200,0,0,5,7,0.0,1,1,1,-1,1,0,0,988,0.0,0,1,3,0,1,0,0,0,5,630.0,57,80,False,True,False,False,False,False,119000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,1290,7200,0,0,6,5,0.0,1,1,-1,0,-1,-1,0,1278,0.0,0,1,3,0,1,0,0,0,4,673.0,54,0,False,False,False,False,False,False,127500.0,-2,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,1291,8125,0,0,6,5,0.0,1,1,0,0,3,0,0,1716,0.0,1,1,3,0,1,0,0,0,2,0.0,1,53,False,True,False,False,False,False,200825.0,-2,-1,PConc,2Story,None,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,1292,8088,0,0,2,3,0.0,1,1,0,0,1,-2,0,498,0.0,0,1,3,0,-1,-1,0,0,2,0.0,51,100,False,False,True,False,False,False,35000.0,-2,-2,BrkTil,1Story,None,1Fam,RL,Grvl,Lvl,ConLD,Gable,MetalSd
train,1293,12511,-1,0,7,7,168.0,1,1,2,0,3,0,0,2840,1.0,1,1,1,2,1,0,0,0,12,988.0,30,224,False,True,False,False,True,False,292500.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Mansard,Plywood
train,1294,1869,0,0,6,6,127.0,1,1,-1,0,1,0,0,987,0.0,1,1,3,0,1,0,0,0,9,321.0,38,0,False,False,False,False,False,False,106000.0,-2,-2,CBlock,2Story,BrkFace,Twnhs,RM,none,Lvl,WD ,Gable,HdBoard
train,1295,9259,0,0,4,4,0.0,1,1,0,0,1,0,0,756,0.0,0,1,3,0,1,-1,0,0,6,0.0,60,80,True,False,False,False,False,False,85000.0,-2,-2,BrkTil,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,1296,16770,0,0,8,5,270.0,1,1,3,0,3,0,0,1712,0.0,0,1,3,2,1,0,0,0,9,1196.0,6,401,True,True,False,False,False,False,286500.0,2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,1297,4043,0,0,6,5,0.0,1,1,2,0,1,0,0,1069,0.0,0,1,3,-1,1,0,0,0,7,360.0,33,220,False,True,False,False,True,False,127500.0,-2,-1,CBlock,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,Plywood
train,1298,9000,0,0,7,5,0.0,1,1,0,0,3,0,0,1335,0.0,0,1,3,0,1,0,0,0,6,0.0,0,210,False,True,False,False,False,False,210400.0,-2,-1,PConc,1Story,None,1Fam,FV,none,Lvl,New,Gable,VinylSd
train,1299,12677,-1,0,8,5,472.0,1,1,3,0,3,0,0,1518,0.0,1,1,3,2,1,0,0,0,4,1218.0,4,325,True,True,False,False,False,False,274000.0,2,-1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,WD ,Hip,MetalSd
train,1300,12852,-1,0,8,5,0.0,1,1,3,0,3,0,0,1780,0.0,1,1,3,2,1,0,0,0,1,770.0,1,192,False,True,False,False,False,False,264966.0,1,1,PConc,2Story,None,1Fam,RL,none,HLS,New,Gable,VinylSd
train,1301,10320,0,0,4,1,0.0,-1,-1,0,0,-1,0,114,1484,0.0,0,1,-4,0,1,-1,0,0,9,0.0,57,309,True,True,False,False,True,False,50000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,Grvl,Lvl,COD,Gable,Wd Sdng
train,1302,10800,0,0,5,6,0.0,2,1,-2,0,1,0,0,1652,0.0,0,1,3,0,1,0,0,1200,6,686.0,60,196,False,False,True,False,False,False,139000.0,-2,-2,PConc,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,1303,19522,-1,0,7,5,272.0,1,1,3,0,2,0,0,2503,0.0,1,1,3,1,1,0,0,0,2,727.0,17,281,False,True,False,False,True,False,300000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Bnk,WD ,Gable,HdBoard
train,1304,13860,0,0,8,7,0.0,1,1,3,0,2,0,0,2704,0.0,1,1,3,1,1,0,0,0,7,1410.0,14,380,True,True,False,False,False,False,345000.0,2,1,CBlock,SLvl,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,1305,11927,0,0,8,5,519.0,1,1,1,3,3,0,0,1592,0.0,0,1,3,1,1,0,0,0,6,873.0,12,155,True,True,False,False,False,False,228000.0,2,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,1306,11950,-1,0,7,5,0.0,1,1,0,0,3,0,0,1394,0.0,1,1,3,1,1,0,0,0,10,0.0,4,100,True,False,False,False,False,False,165500.0,-2,1,PConc,SLvl,none,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1307,9906,0,0,4,4,0.0,1,1,0,0,-1,0,0,1328,0.0,0,1,3,0,1,0,0,0,9,0.0,56,232,False,True,True,False,False,False,107000.0,-2,-2,CBlock,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,MetalSd
train,1308,4923,0,0,8,5,0.0,1,1,3,0,3,0,0,1593,0.0,1,1,3,2,1,0,0,0,8,1153.0,6,344,False,True,False,False,True,False,286000.0,1,1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,CemntBd
train,1309,7879,0,0,4,5,0.0,1,1,-1,0,1,-1,0,720,0.0,0,1,3,0,0,-1,0,0,11,495.0,59,638,False,True,True,False,False,False,34900.0,-2,0,CBlock,1Story,None,1Fam,C (all),none,Lvl,WD ,Gable,Wd Sdng
train,1310,7800,-1,0,5,5,0.0,1,1,-1,-2,1,0,0,912,0.0,0,1,3,0,1,0,0,0,11,912.0,42,0,False,False,False,False,False,False,115000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,1311,3196,0,0,8,5,40.0,1,1,0,0,3,0,0,1456,0.0,0,1,3,1,1,0,0,0,5,0.0,3,163,True,True,False,False,False,False,215000.0,2,1,PConc,1Story,BrkFace,TwnhsE,RL,none,Lvl,WD ,Gable,VinylSd
train,1312,9928,0,0,7,8,0.0,2,1,0,0,-1,0,0,1944,0.0,0,1,1,0,1,-1,0,400,6,0.0,15,52,True,True,False,False,False,False,179900.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
train,1313,6820,-1,0,8,5,0.0,1,1,3,1,1,0,0,1502,0.0,1,1,3,0,1,0,0,0,6,1488.0,25,194,False,True,False,False,True,False,212000.0,1,-1,PConc,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,HdBoard
train,1314,13128,-1,0,8,5,216.0,1,1,0,0,3,0,0,2064,0.0,1,1,3,2,1,0,0,0,1,0.0,1,119,False,True,False,False,False,False,250000.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,HLS,WD ,Gable,VinylSd
train,1315,6240,0,0,5,6,0.0,1,1,0,0,3,0,0,1576,0.0,0,1,3,2,1,0,0,0,8,0.0,56,0,False,False,False,False,False,False,149000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,1316,8000,0,0,6,5,0.0,1,1,3,0,2,0,0,1658,0.0,1,1,3,1,1,0,0,0,6,219.0,12,308,True,True,False,False,False,False,188000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,1317,10410,0,0,3,8,0.0,2,1,0,0,3,0,0,713,0.0,0,1,3,0,-1,-1,0,0,10,0.0,5,236,False,True,True,False,False,False,99800.0,-2,-2,PConc,1Story,None,1Fam,RL,Grvl,Lvl,WD ,Gable,VinylSd
train,1318,10800,0,0,7,8,0.0,2,1,0,0,3,0,0,2554,0.0,1,1,3,0,1,-2,0,0,7,0.0,9,191,False,True,True,False,False,False,159500.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Bnk,WD ,Gable,Wd Sdng
train,1319,13300,-1,0,7,5,0.0,1,1,3,0,3,0,0,1374,0.0,1,1,3,2,1,0,0,0,6,326.0,6,100,True,False,False,False,False,False,184500.0,-2,1,PConc,SLvl,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1320,9588,-1,0,8,5,270.0,1,1,0,0,3,0,0,2574,0.0,1,1,3,2,1,0,0,0,11,0.0,0,148,False,True,False,False,False,False,276000.0,-2,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,New,Gable,CemntBd
train,1321,2308,0,0,6,6,0.0,1,1,2,0,1,0,0,1548,0.0,1,1,3,1,1,0,0,0,7,556.0,31,48,True,False,False,False,False,False,155000.0,-2,-2,CBlock,2Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,Plywood
train,1322,13383,-1,-1,5,5,176.0,1,1,1,0,3,0,0,1404,0.0,0,1,3,-2,1,0,0,0,3,594.0,9,16,False,True,False,False,False,False,160000.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,1323,9350,0,0,5,6,0.0,1,1,2,0,2,0,0,1440,0.0,1,1,3,-2,1,0,0,0,7,360.0,42,272,False,True,True,False,False,False,157500.0,-2,1,CBlock,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,1324,9892,0,-1,8,5,0.0,2,2,3,-2,3,0,0,1803,1.0,1,1,3,1,1,0,0,0,2,1625.0,15,415,True,True,True,False,False,False,285000.0,2,-2,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,1325,8777,0,0,5,7,0.0,1,1,2,0,2,0,0,2200,0.0,2,2,3,0,0,-1,0,0,9,1084.0,5,70,False,True,False,False,False,False,145900.0,-2,0,CBlock,1.5Fin,None,Duplex,RL,none,Lvl,WD ,Gable,MetalSd
train,1326,10541,-1,0,7,5,0.0,1,1,0,0,3,0,0,2037,0.0,1,1,3,1,1,0,0,0,2,0.0,12,133,True,True,False,False,False,False,229000.0,1,1,PConc,SLvl,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1327,5940,-1,0,4,7,0.0,1,0,0,0,1,-1,0,896,0.0,0,1,3,0,1,0,0,0,4,0.0,58,0,False,False,False,False,False,False,79000.0,none,-2,PConc,1Story,None,1Fam,RM,none,Lvl,ConLD,Gable,MetalSd
train,1328,10284,0,0,4,7,0.0,1,1,2,-2,3,0,0,1281,0.0,0,1,0,0,1,0,0,0,8,1096.0,14,0,False,False,False,False,False,False,128500.0,-1,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,1329,9660,-1,0,8,5,242.0,1,1,3,0,3,0,0,1976,0.0,1,1,3,3,1,0,0,0,2,791.0,8,241,True,True,False,False,False,False,286000.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1330,10179,-1,0,6,5,0.0,1,1,2,0,3,0,0,1608,0.0,1,1,3,1,1,0,0,0,7,847.0,12,282,True,True,False,False,False,False,189500.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1331,9533,0,0,5,5,140.0,1,0,0,0,1,-1,0,1210,0.0,1,1,3,0,1,0,0,0,8,0.0,56,308,True,False,True,False,False,False,102900.0,none,1,Slab,1Story,BrkFace,1Fam,RL,none,Lvl,ConLD,Hip,Wd Sdng
train,1332,5830,0,0,5,6,0.0,2,1,-1,0,3,0,0,1612,0.0,1,1,3,0,1,0,0,0,3,788.0,13,0,False,False,False,False,False,False,128500.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,1333,12099,-1,0,5,6,0.0,1,-1,-2,0,3,0,512,1728,0.0,0,1,3,2,1,0,0,0,6,198.0,3,200,True,False,False,False,False,False,156000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,1334,12665,-1,0,8,5,245.0,1,2,0,0,3,0,0,2482,0.0,1,1,3,2,1,0,0,0,2,0.0,1,183,True,True,False,False,False,False,281213.0,2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,1335,27650,-1,-1,7,7,0.0,1,1,3,0,3,0,0,2069,0.0,0,1,3,2,1,0,0,0,11,425.0,1,0,False,False,False,False,False,False,242000.0,2,-1,CBlock,1Story,None,1Fam,RL,none,HLS,WD ,Flat,Wd Sdng
train,1336,17600,-1,0,6,5,30.0,1,1,1,0,3,-1,0,1478,0.0,0,1,3,2,1,0,0,0,12,1270.0,49,40,False,True,False,False,False,False,157500.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,1337,7162,0,0,7,5,190.0,1,1,0,0,3,0,0,1724,0.0,1,1,3,2,1,0,0,0,5,0.0,2,225,True,True,False,False,False,False,196500.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,1338,8685,-1,0,7,5,0.0,1,1,3,0,3,0,0,1425,0.0,0,1,3,0,1,0,0,0,5,846.0,8,130,False,True,False,False,False,False,193000.0,-1,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1339,6240,0,0,5,8,0.0,2,1,-1,0,3,0,0,1322,0.0,0,1,3,0,1,0,0,0,7,48.0,55,0,False,False,False,False,False,False,132000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,1340,6451,0,0,7,7,0.0,1,1,-1,0,2,0,0,1428,0.0,0,1,3,0,1,0,0,0,5,208.0,36,348,True,False,True,False,False,False,139900.0,-2,1,Stone,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,AsbShng
train,1341,8760,0,0,6,6,220.0,1,1,0,0,1,0,0,1194,0.0,0,1,3,0,1,0,0,0,4,0.0,51,120,False,False,True,False,False,False,148000.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,MetalSd
train,1342,12568,0,0,8,5,246.0,1,1,3,0,3,0,0,1818,0.0,1,1,3,2,1,0,0,0,8,669.0,0,300,True,True,False,False,False,False,281500.0,1,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,New,Hip,VinylSd
train,1343,13069,-1,0,8,5,502.0,1,1,0,0,3,0,0,2956,0.0,1,1,3,3,1,0,0,0,8,0.0,3,244,True,True,False,False,False,False,342000.0,1,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1344,11080,0,0,6,6,257.0,1,1,3,0,1,0,0,1210,0.0,0,1,3,0,1,0,0,0,5,576.0,31,0,False,False,False,False,False,False,148000.0,1,-2,CBlock,SLvl,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,1345,10759,0,0,5,4,0.0,2,1,-2,2,1,0,0,1641,0.0,0,1,3,2,1,0,0,0,7,1001.0,36,92,False,False,True,False,False,False,140000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,1346,8973,0,0,5,7,85.0,1,1,-1,1,1,-1,0,1053,1.0,1,1,3,0,1,0,0,0,7,595.0,15,260,False,True,False,True,False,False,150000.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,1347,10990,-1,0,7,5,0.0,1,1,3,0,3,0,0,2125,0.0,1,1,3,1,1,0,0,0,6,851.0,11,168,True,False,False,False,False,False,279500.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,1348,3675,0,0,6,5,76.0,1,1,3,0,3,0,0,1072,0.0,0,1,3,0,1,0,0,0,5,467.0,2,44,False,True,False,False,False,False,140000.0,2,1,PConc,SFoyer,Stone,TwnhsE,RM,none,Lvl,WD ,Gable,VinylSd
train,1349,8385,0,0,6,5,0.0,1,1,0,0,1,0,0,1664,0.0,0,2,3,0,1,0,0,0,10,0.0,28,0,False,False,False,False,False,False,145000.0,-1,-2,CBlock,1Story,None,Duplex,RL,none,Lvl,WD ,Gable,Plywood
train,1350,5858,-1,0,7,5,0.0,1,1,3,1,3,0,0,1337,0.0,0,1,3,-1,1,0,0,0,6,1051.0,11,271,True,True,False,False,False,False,184000.0,-2,1,PConc,1Story,None,TwnhsE,RH,none,Lvl,WD ,Gable,MetalSd
train,1351,3880,-1,0,8,6,0.0,1,1,3,0,1,0,0,1226,0.0,0,1,3,1,1,0,0,0,1,1052.0,32,301,True,True,False,False,False,False,206000.0,2,1,CBlock,1Story,None,Twnhs,RL,none,Lvl,WD ,Gable,Wd Sdng
train,1352,1504,0,0,4,4,0.0,1,1,1,0,1,0,0,1092,0.0,1,1,3,0,1,0,0,0,5,252.0,35,0,False,False,False,False,False,False,85500.0,-2,-2,CBlock,2Story,None,Twnhs,RM,none,Lvl,WD ,Gable,CemntBd
