,,MS SubClass,MS Zoning,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,lot_frontage_ratio,lot_frontage_est,bsmt_fin_sf
train,1340,70,RM,6451,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Rec,Unf,504.0,GasA,Gd,Y,SBrkr,848,580,0,1428,1.0,0.0,1,0,4,1,TA,7,Typ,0,none,Detchd,1985.0,Fin,2.0,576.0,TA,TA,Y,264,0,84,0,0,0,none,none,none,0,5,2006,WD ,139900.0,0.00899085413114246,58.00000000000001,208.0
train,1341,20,RL,8760,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194.0,GasA,TA,Y,SBrkr,1194,0,0,1194,1.0,0.0,1,0,3,1,TA,6,Typ,0,none,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0,0,120,0,0,0,none,none,none,0,4,2010,WD ,148000.0,0.008333333333333333,73.0,0.0
train,1342,60,RL,12568,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,246.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,226.0,GasA,Ex,Y,SBrkr,895,923,0,1818,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,774.0,TA,TA,Y,196,104,0,0,0,0,none,none,none,0,8,2007,New,281500.0,0.00801254380316002,100.70165051811513,669.0
train,1343,60,RL,13069,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1706.0,GasA,Ex,Y,SBrkr,1718,1238,0,2956,0.0,0.0,2,1,5,1,Ex,11,Typ,1,Ex,BuiltIn,2004.0,RFn,3.0,916.0,TA,TA,Y,194,50,0,0,0,0,none,none,none,0,8,2007,WD ,342000.0,0.007575177901905272,99.0,0.0
train,1344,80,RL,11080,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,BrkFace,257.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,552.0,GasA,TA,Y,SBrkr,1210,0,0,1210,1.0,0.0,2,0,3,1,TA,6,Typ,0,none,Attchd,1975.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,5,2006,WD ,148000.0,0.01263537906137184,140.0,576.0
train,1345,50,RL,10759,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,0.0,GasA,TA,Y,SBrkr,1001,640,0,1641,0.0,0.0,2,0,4,1,TA,5,Typ,1,Gd,Detchd,1972.0,Unf,2.0,490.0,TA,TA,Y,0,0,92,0,0,0,none,GdPrv,none,0,7,2008,WD ,140000.0,0.006506180871828237,70.0,1001.0
train,1346,20,RL,8973,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,413.0,GasA,TA,Y,FuseA,1053,0,0,1053,0.0,1.0,1,1,3,1,Ex,6,Typ,0,none,2Types,1998.0,RFn,2.0,750.0,TA,TA,Y,0,80,0,180,0,0,none,MnWw,none,0,7,2006,WD ,150000.0,0.007689735874289535,69.0,595.0
train,1347,60,RL,10990,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,213.0,GasA,Ex,Y,SBrkr,1064,1061,0,2125,1.0,0.0,2,1,4,1,Gd,12,Typ,2,TA,Attchd,1996.0,RFn,2.0,576.0,TA,TA,Y,168,0,0,0,0,0,none,none,none,0,6,2008,WD ,279500.0,0.008826205641492266,97.0,851.0
train,1348,180,RM,3675,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,80.0,GasA,Ex,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,Gd,5,Typ,0,none,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,44,0,0,0,0,none,none,none,0,5,2007,WD ,140000.0,0.009523809523809525,35.0,467.0
train,1349,90,RL,8385,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,Unf,1664.0,GasA,TA,Y,SBrkr,1664,0,0,1664,0.0,0.0,2,0,4,2,TA,10,Typ,0,none,2Types,1978.0,Unf,2.0,616.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,10,2006,WD ,145000.0,0.007751937984496124,65.0,0.0
train,1350,120,RH,5858,Pave,none,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,BLQ,354.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1999.0,Fin,2.0,511.0,TA,TA,Y,203,68,0,0,0,0,none,none,none,0,6,2010,WD ,184000.0,0.004438374871969956,26.0,1051.0
train,1351,120,RL,3880,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,174.0,GasA,TA,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,223,78,0,0,0,0,none,none,none,0,1,2010,WD ,206000.0,0.010309278350515464,40.0,1052.0
train,1352,160,RM,1504,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,294.0,GasA,TA,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,none,Attchd,1972.0,Unf,1.0,253.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,5,2007,WD ,85500.0,0.013962765957446808,21.0,252.0
train,1353,70,RL,11988,Pave,none,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,389.0,GasA,Fa,Y,FuseA,849,811,0,1660,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,8,2008,WD ,188700.0,0.006172839506172839,74.0,326.0
train,1354,20,RL,10928,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,1064.0,GasA,TA,Y,SBrkr,1671,0,0,1671,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,484.0,TA,TA,Y,252,55,0,0,0,0,none,none,none,0,8,2009,WD ,200000.0,0.007320644216691069,80.0,363.0
train,1355,80,RL,10778,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,308.0,GasA,Gd,Y,SBrkr,1061,0,0,1061,1.0,0.0,1,1,1,1,Gd,4,Typ,0,none,Attchd,1990.0,Unf,2.0,462.0,TA,TA,Y,114,36,0,0,0,0,none,none,none,0,7,2009,WD ,162000.0,0.006865837817776953,74.0,746.0
train,1356,30,RL,10200,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672.0,GasA,Ex,Y,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,Typ,0,none,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,168,0,0,0,0,0,none,GdPrv,none,0,8,2008,WD ,108000.0,0.0058823529411764705,60.0,0.0
train,1357,20,RL,9373,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,5,7,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,161.0,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,120.0,GasA,TA,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,1975.0,RFn,2.0,478.0,TA,TA,Y,0,0,0,0,490,0,none,none,none,0,6,2009,WD ,213000.0,0.004403109026915134,41.270340909275546,1501.0
train,1358,20,RL,12085,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,730.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,928.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,11,2007,New,318000.0,0.007695490277203144,93.0,1004.0
train,1359,75,RM,8100,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,849.0,GasA,TA,N,FuseA,1075,1063,0,2138,0.0,0.0,2,0,2,3,TA,11,Typ,0,none,Detchd,1910.0,Unf,2.0,360.0,Fa,Po,N,40,156,0,0,0,0,none,MnPrv,none,0,11,2009,WD ,106000.0,0.011111111111111112,90.0,0.0
train,1360,70,RL,19950,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,672.0,GasA,Ex,Y,SBrkr,1337,672,0,2009,0.0,0.0,2,0,4,1,TA,8,Typ,2,Gd,2Types,1928.0,Unf,3.0,795.0,TA,TA,P,0,42,0,0,180,0,none,none,none,0,12,2006,WD ,235000.0,0.005714285714285714,114.0,0.0
train,1361,20,RL,9320,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,381.0,GasA,Fa,Y,SBrkr,1225,0,0,1225,1.0,0.0,1,1,3,1,TA,6,Typ,0,none,none,0.0,none,0.0,0.0,none,none,Y,352,0,0,0,0,0,none,none,Shed,400,1,2010,WD ,128950.0,0.008261802575107296,77.0,569.0
train,1362,20,RL,10197,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,WdShing,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,700.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2.0,504.0,TA,TA,Y,0,20,0,0,0,0,none,none,none,0,6,2008,COD,163000.0,0.007845444738648621,80.0,662.0
train,1363,50,RL,8160,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,444.0,GasA,Fa,N,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,TA,7,Typ,0,none,Detchd,1940.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,0,none,none,none,0,4,2007,WD ,126000.0,0.007352941176470588,60.0,312.0
train,1364,50,RM,11426,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1362.0,GasA,Ex,Y,SBrkr,1362,720,0,2082,0.0,0.0,2,1,3,1,Gd,6,Mod,0,none,Detchd,2003.0,Unf,2.0,484.0,TA,TA,N,280,238,0,0,0,0,none,none,none,0,6,2008,WD ,200000.0,0.005513740591633117,62.99999999999999,0.0
train,1365,50,RL,11344,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,414.0,GasW,TA,Y,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,TA,7,Typ,0,none,Attchd,1958.0,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,none,GdWo,none,0,7,2007,WD ,144000.0,0.006875881523272214,78.0,460.0
train,1366,90,RL,8000,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1800.0,GasA,Ex,N,SBrkr,1800,0,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,none,none,0.0,none,0.0,0.0,none,none,Y,0,0,0,0,0,0,none,none,none,0,7,2007,WD ,141000.0,0.01,80.0,0.0
train,1367,60,RL,11002,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,341.0,GasA,Ex,Y,SBrkr,1411,1171,0,2582,1.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1998.0,Fin,3.0,758.0,TA,TA,Y,286,60,0,0,0,0,none,none,none,0,1,2007,WD ,322500.0,0.006726049809125613,74.0,1048.0
train,1368,20,RL,12137,Pave,none,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1649.0,GasA,Ex,Y,SBrkr,1661,0,0,1661,0.0,0.0,2,0,3,1,Gd,6,Typ,0,none,Attchd,1998.0,RFn,2.0,598.0,TA,TA,Y,0,34,0,0,0,0,none,none,none,0,5,2010,WD ,224900.0,0.003954848809425723,48.0,0.0
train,1369,70,RL,21384,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,15.0,GasA,Ex,Y,SBrkr,1072,504,0,1576,2.0,0.0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2.0,528.0,TA,TA,Y,0,312,0,0,0,0,none,none,none,0,5,2009,WD ,223500.0,0.006734006734006734,144.0,1309.0
train,1370,20,RL,8926,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672.0,GasA,Ex,Y,FuseA,960,0,0,960,0.0,0.0,1,0,3,1,TA,5,Typ,0,none,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,160,0,none,MnPrv,none,0,10,2009,COD,112000.0,0.008505696994584153,75.92185137365814,0.0
train,1371,60,RL,8702,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,Unf,220.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,0,none,none,none,0,4,2008,WD ,187500.0,0.008273960009193289,72.0,706.0
train,1372,30,RL,10020,Pave,none,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,Unf,333.0,GasA,Gd,N,FuseA,904,0,0,904,1.0,0.0,0,1,1,1,Fa,4,Maj1,0,none,none,0.0,none,0.0,0.0,none,none,Y,0,0,0,0,0,0,none,none,none,0,3,2009,WD ,61000.0,0.00801254380316002,80.2856889076634,350.0
train,1373,50,RL,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,684.0,GasA,Gd,Y,SBrkr,684,512,0,1196,0.0,0.0,1,0,3,1,Gd,7,Typ,0,none,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,none,GdPrv,Shed,800,8,2009,ConLI,110000.0,0.005423344665695321,67.0,0.0
train,1374,30,RL,4130,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,270.0,GasA,Gd,Y,SBrkr,729,0,0,729,0.0,0.0,1,0,2,1,TA,5,Maj2,0,none,none,0.0,none,0.0,0.0,none,none,N,0,0,0,0,0,0,none,none,none,0,7,2008,WD ,52000.0,0.013559322033898305,56.0,0.0
train,1375,120,RL,6289,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,600.0,GasA,Ex,Y,SBrkr,1362,0,0,1362,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,0,0,none,none,none,0,6,2007,WD ,207000.0,0.006519319446652886,41.0,762.0
train,1376,70,RH,8525,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940.0,GasA,TA,N,FuseA,1024,940,0,1964,0.0,0.0,1,1,4,1,TA,7,Typ,0,none,none,0.0,none,0.0,0.0,none,none,N,0,192,0,0,0,0,none,none,none,0,11,2008,WD ,130000.0,0.0064516129032258064,55.0,0.0
train,1377,90,RL,10791,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,none,none,none,none,none,0.0,GasA,TA,Y,SBrkr,1296,0,0,1296,0.0,0.0,2,0,2,2,TA,6,Typ,0,none,CarPort,1967.0,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,none,none,Shed,500,10,2006,WD ,90000.0,0.006672226855713094,72.0,0.0
train,1378,60,RL,10429,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1992,1992,Gable,CompShg,HdBoard,WdShing,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,294.0,GasA,TA,Y,SBrkr,624,663,0,1287,0.0,0.0,1,1,3,1,TA,6,Typ,0,none,Detchd,2001.0,Unf,2.0,440.0,TA,TA,Y,150,0,0,0,0,0,none,none,none,0,7,2009,WD ,130000.0,0.0059449611659794805,62.0,330.0
train,1379,50,RL,7438,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,504.0,GasA,Gd,Y,SBrkr,936,316,0,1252,0.0,0.0,1,0,3,1,TA,5,Typ,0,none,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,0,0,0,0,0,none,MnPrv,none,0,6,2006,WD ,127000.0,0.012368916375369724,92.0,0.0
train,1380,20,RL,11670,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1905.0,GasA,Ex,Y,SBrkr,1905,0,0,1905,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,788.0,TA,TA,Y,0,191,0,0,0,0,none,none,none,0,3,2007,WD ,320000.0,0.0071979434447300775,84.0,0.0
train,1381,30,RL,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,299.0,GasA,Ex,Y,SBrkr,1130,0,0,1130,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2.0,720.0,TA,TA,Y,229,0,0,0,0,0,none,none,none,0,6,2006,WD ,120000.0,0.005555555555555556,60.0,821.0
train,1382,60,RL,11920,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,831.0,GasA,Ex,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,none,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,144,68,0,0,0,0,none,none,none,0,4,2010,WD ,181000.0,0.00587248322147651,70.0,0.0
train,1383,20,RL,9450,Pave,none,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,342.0,GasA,Ex,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,none,Detchd,1999.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,5,2007,WD ,110000.0,0.0071957671957671955,68.0,552.0
train,1384,190,RM,7627,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,TA,BrkTil,Fa,Po,No,Unf,Unf,600.0,GasA,Gd,N,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,Fa,8,Typ,0,none,none,0.0,none,0.0,0.0,none,none,N,0,0,148,0,0,0,none,none,none,0,10,2009,WD ,94550.0,0.008260128490887636,63.0,0.0
train,1385,30,RL,5900,Pave,none,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,440.0,GasA,TA,Y,FuseA,869,0,0,869,0.0,0.0,1,0,2,1,Fa,4,Typ,0,none,none,0.0,none,0.0,0.0,none,none,Y,0,0,0,0,0,0,none,none,none,0,8,2006,WD ,85500.0,0.00864406779661017,51.00000000000001,0.0
train,1386,85,RL,9129,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,0.0,GasA,TA,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,1977.0,Fin,2.0,678.0,TA,TA,Y,201,66,0,0,0,0,none,MnPrv,none,0,7,2007,WD ,153500.0,0.007886953664147224,72.0,923.0
train,1387,20,RL,13680,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,none,none,none,none,none,0.0,GasA,Ex,Y,FuseA,1733,0,0,1733,0.0,0.0,2,0,4,1,TA,8,Min2,1,Gd,Attchd,1955.0,Unf,2.0,452.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,6,2009,WD ,139600.0,0.004403109026915134,60.23453148819903,0.0
